Elevation,RFS_Azimuth,RFS_Range,RangeError_BT_2_and_10,Height_Metres,MSID,RangeStdDev BT_2_and_10
2.767521054,172.0898438,22.87890625,30.82807034,3238.233566,x06A063,24.27052545
2.747977056,171.1669922,22.87109375,26.40773052,3223.26,x06A063,24.27052545
2.727518679,170.3100586,22.87109375,29.05105754,3208.02,x06A063,24.27052545
2.7165849,169.4146729,22.8828125,42.42484626,3200.4,x06A063,24.27052545
2.700188102,168.5687256,22.890625,36.2356956,3189.407729,x06A063,24.27052545
2.676058847,167.7282715,22.90625,33.07458032,3173.302072,x06A063,24.27052545
2.658036833,166.8768311,22.9296875,32.78317926,3162.3,x06A063,24.27052545
2.498213432,163.5369873,23.0546875,34.53070511,3055.62,x06A063,24.27052545
2.446323693,162.7185059,23.09765625,33.96685889,3020.982448,x06A063,24.27052545
2.394558861,161.9384766,23.1484375,32.44114418,2987.04,x06A063,24.27052545
2.235452721,158.6700439,23.3828125,33.9740729,2887.98,x06A063,24.27052545
2.207611376,157.8955078,23.45703125,50.0517913,2872.469126,x06A063,24.27052545
2.163837022,157.1099854,23.52734375,41.17045063,2845.543492,x06A063,24.27052545
2.120292379,156.3464355,23.609375,35.33255534,2819.4,x06A063,24.27052545
2.071302774,155.5169678,23.69140625,28.03301319,2788.92,x06A063,24.27052545
2.032422842,154.7644043,23.78515625,39.34826891,2766.06,x06A063,24.27052545
2.029289065,173.671875,20.5703125,40.01744151,2514.6,x06A063,24.27052545
2.127248615,174.5343018,20.44140625,29.80508956,2569.765877,x06A063,24.27052545
2.212145333,175.4187012,20.3125,45.78820727,2614.425343,x06A063,24.27052545
2.277242851,176.2866211,20.17578125,39.39930033,2645.814747,x06A063,24.27052545
2.500669104,178.0609131,19.89453125,27.09989159,2766.06,x06A063,24.27052545
2.553812768,178.9508057,19.75,33.81494462,2786.362283,x06A063,24.27052545
2.68945608,179.8681641,19.59765625,41.65924248,2857.5,x06A063,24.27052545
2.785347451,180.7855225,19.4453125,33.53725632,2903.22,x06A063,24.27052545
2.89824156,181.6973877,19.296875,37.37473966,2958.34308,x06A063,24.27052545
2.985001944,182.6477051,19.1640625,46.86993564,2997.585495,x06A063,24.27052545
3.071415077,183.6199951,19.02734375,36.93524403,3036.568877,x06A063,24.27052545
3.162295848,184.5977783,18.90234375,33.2917825,3078.48,x06A063,24.27052545
3.225217824,185.6195068,18.78125,30.41700936,3103.14913,x06A063,24.27052545
3.285590322,186.663208,18.66796875,39.51781626,3125.960941,x06A063,24.27052545
3.330255472,187.734375,18.55078125,33.33764912,3139.44,x06A063,24.27052545
3.365891933,188.8220215,18.4453125,31.83978036,3148.322482,x06A063,24.27052545
3.402676644,189.9371338,18.34765625,47.18369032,3157.494053,x06A063,24.27052545
3.451951787,191.1126709,18.24609375,42.17167909,3174.617429,x06A063,24.27052545
3.510901208,192.2772217,18.15234375,41.44086154,3197.762394,x06A063,24.27052545
3.568545976,193.4802246,18.0703125,48.66914569,3220.722774,x06A063,24.27052545
3.61590488,194.6832275,17.98828125,39.9116634,3238.5,x06A063,24.27052545
3.671235966,195.9466553,17.9140625,35.24092619,3261.36,x06A063,24.27052545
3.725336038,197.1881104,17.8515625,38.54367159,3284.22,x06A063,24.27052545
3.764100429,198.4680176,17.80078125,43.92754587,3299.46,x06A063,24.27052545
3.815306747,199.7753906,17.75,40.31721571,3322.32,x06A063,24.27052545
3.850523387,201.1102295,17.71484375,42.73901575,3337.56,x06A063,24.27052545
3.896712388,202.4505615,17.6875,39.67777218,3360.42,x06A063,24.27052545
3.942003401,203.8183594,17.66796875,43.10660186,3383.28,x06A063,24.27052545
4.005320266,205.1916504,17.65625,37.52508519,3418.075267,x06A063,24.27052545
4.09830653,206.5594482,17.66015625,36.34705497,3471.566596,x06A063,24.27052545
4.168359055,207.9327393,17.671875,39.57483189,3512.82,x06A063,24.27052545
4.240311638,209.3115234,17.6953125,43.09810922,3556.888648,x06A063,24.27052545
4.328335036,210.6903076,17.7265625,40.47724723,3611.874857,x06A063,24.27052545
4.392620334,212.041626,17.765625,37.70094544,3654.672065,x06A063,24.27052545
4.449413968,213.4204102,17.8203125,35.34904066,3695.7,x06A063,24.27052545
4.506842966,214.7717285,17.8828125,34.15271824,3738.411768,x06A063,24.27052545
4.533745265,216.1505127,17.95703125,48.13894679,3764.28,x06A063,24.27052545
4.57491891,217.4908447,18.0390625,31.35015679,3802.38,x06A063,24.27052545
4.589416999,218.8476563,18.13671875,42.60927813,3825.24,x06A063,24.27052545
4.60189852,220.2099609,18.23828125,48.3242387,3848.1,x06A063,24.27052545
4.603411596,221.5557861,18.35546875,53.92347888,3867.060811,x06A063,24.27052545
4.601547258,222.8796387,18.48046875,42.45183283,3886.731234,x06A063,24.27052545
4.626732063,224.2034912,18.6171875,32.71305183,3924.305911,x06A063,24.27052545
4.635434155,225.4943848,18.76171875,33.0474386,3952.552605,x06A063,24.27052545
4.670608834,226.7907715,18.921875,39.48635722,3998.976,x06A063,24.27052545
4.688923242,228.0596924,19.08984375,44.70959565,4036.788269,x06A063,24.27052545
4.73198786,229.2956543,19.26953125,34.50243685,4093.403842,x06A063,24.27052545
4.776167442,230.5151367,19.453125,34.02019089,4151.0259,x06A063,24.27052545
4.78767207,231.7016602,19.6484375,32.84909901,4190.54469,x06A063,24.27052545
4.814711388,232.8881836,19.8515625,36.13988075,4241.041791,x06A063,24.27052545
4.825415226,234.0527344,20.0625,42.04941159,4282.44,x06A063,24.27052545
4.837608451,235.178833,20.28125,27.09957194,4328.16,x06A063,24.27052545
4.850022758,236.2884521,20.5078125,30.50387656,4373.88,x06A063,24.27052545
4.863080775,237.3760986,20.74609375,62.62142934,4419.6,x06A063,24.27052545
4.855737646,238.4417725,20.984375,29.48768265,4457.7,x06A063,24.27052545
4.861508152,239.4854736,21.234375,34.49317015,4503.180868,x06A063,24.27052545
4.865222622,240.501709,21.4921875,39.31075145,4548.699001,x06A063,24.27052545
4.846772789,241.5014648,21.7578125,49.69742565,4579.62,x06A063,24.27052545
4.814197996,242.4572754,22.0234375,36.71847005,4602.377188,x06A063,24.27052545
4.82150439,243.4075928,22.296875,29.16779146,4654.018607,x06A063,24.27052545
4.796429746,245.2423096,22.87109375,27.24400148,4732.02,x06A063,24.27052545
4.793320681,246.126709,23.171875,28.67856368,4779.831365,x06A063,24.27052545
4.792204716,246.9671631,23.4765625,34.28587733,4829.412134,x06A063,24.27052545
4.776708297,247.8240967,23.78515625,34.26011161,4869.18,x06A063,24.27052545
4.768261654,248.6480713,24.09375,31.0750503,4914.439162,x06A063,24.27052545
4.755231355,249.4390869,24.4140625,32.31122641,4957.536152,x06A063,24.27052545
4.723034343,250.2081299,24.73828125,30.25873268,4986.109877,x06A063,24.27052545
4.707242193,250.9991455,25.06640625,29.03597871,5027.865032,x06A063,24.27052545
4.697534683,251.7407227,25.3984375,35.37204252,5074.286354,x06A063,24.27052545
4.666841052,252.4713135,25.73828125,31.27740096,5105.4,x06A063,24.27052545
4.632707102,253.1744385,26.0859375,29.27084557,5134.104979,x06A063,24.27052545
4.603338091,253.861084,26.4296875,50.44093453,5163.488988,x06A063,24.27052545
4.523112697,254.5532227,26.78125,30.43128882,5153.3379,x06A063,24.27052545
4.4782095,256.4813232,27.87109375,39.28106749,5287.323151,x06A063,24.27052545
4.423460344,257.711792,28.6171875,29.31398996,5356.86,x06A063,24.27052545
4.394607246,258.2885742,28.9921875,33.71627011,5388.877223,x06A063,24.27052545
4.380917965,258.8598633,29.375,32.42953667,5436.317589,x06A063,24.27052545
4.342225136,259.4421387,29.7578125,30.29307051,5459.619392,x06A063,24.27052545
4.26573376,261.6668701,31.29296875,28.54582906,5622.935371,x06A063,24.27052545
4.1819177,263.2543945,32.46484375,33.35131453,5716.269503,x06A063,24.27052545
4.131010978,264.2651367,33.26171875,30.29171527,5783.58,x06A063,24.27052545
4.110643327,264.743042,33.6640625,38.60918365,5821.68,x06A063,24.27052545
